"","Index","Wortlaut","Referenz"
"254","BTR 3.2 2","Zur Überbrückung des kurzfristigen Liquiditätsbedarfs von mindestens einer Woche hat das Institut neben Zentralbankgeld hochliquide Vermögensgegenstände vorzuhalten, die jederzeit ohne signifikante Wertverluste in privaten Märkten liquidiert werden können und zentralbankfähig sind. Für den weiteren Liquiditätsbedarf bis zum Ende des Zeithorizonts von mindestens einem Monat können andere Vermögensgegenstände als weitere Bestandteile der Liquiditätspuffer herangezogen werden, wenn diese ohne signifikante Wertverluste innerhalb des Zeithorizonts liquidiert werden können. Private Märkte Der Ausdruck „private Märkte“ ist als Abgrenzung zu Transaktionen mit Zentralnotenbanken (z. B. Offenmarktgeschäfte oder Spitzenrefinanzierungs-fazilitäten) zu verstehen. Liquidierbarkeit ohne signifikante Wertverluste Das Kriterium der Liquidierbarkeit kann auch durch die mögliche Nutzung von Rückkaufvereinbarungen (Repos) oder andere Formen der besicherten Refinanzierung erfüllt werden, sofern hierbei für die als Liquiditätspuffer zu verwendenden Vermögensgegenstände keine signifikanten Wertverluste auftreten. Die hier berücksichtigungsfähigen Vermögensgegenstände müssen von hoher Bonität, leicht zu bewerten und an auch in Stressphasen ausreichend tiefen und breiten Märkten liquidierbar sein. Die Höhe der in Stressphasen zu erzielenden Liquiditätswirkung spiegelt sich dabei in den vom Institut zu berücksichtigenden Wertabschlägen („Haircuts“) wider. Es können nur Vermögensgegenstände als Bestandteil der Liquiditätspuffer angesetzt werden, die nachvollziehbar die Voraussetzungen für den vorgesehenen Liquidierungsweg erfüllen. Eine lediglich voraussichtliche künftige Erfüllung der Voraussetzungen ist nicht ausreichend.",NA
"255","BTR 3.2 3","Das Institut hat Stressszenarien zu betrachten, nach denen auch die Liquiditätspuffer gemäß Tz. 1 zu bemessen sind. Im Rahmen der Stresstests sind zum einen Stressszenarien zu betrachten, die auf institutseigenen Ursachen beruhen. Zum anderen sind getrennt davon Stressszenarien zu betrachten, die auf marktweite Ursachen zurückzuführen sind. Darüber hinaus sind beide Aspekte kombiniert zu betrachten Ein Szenario, das auf institutseigenen Ursachen beruht, hat auch eine signifikante Ratingverschlechterung abzubilden, bei der mindestens folgende Annahmen zu berücksichtigen sind: - Abzug eines erheblichen Teils der unbesicherten Refinanzierung durch institutionelle Anleger mindestens innerhalb der ersten Woche des Stressszenarios, wobei für Unternehmen der Finanzbranche ein vollständiger Abzug dieser unbesicherten Refinanzierung innerhalb der ersten Woche anzunehmen ist, - Abzug eines Teils der Privatkundeneinlagen. Ferner sind für ein Szenario, das auf marktweiten Ursachen beruht, folgende Annahmen zu berücksichtigen: - Allgemeiner Kursverfall von marktgängigen Vermögensgegenständen, insbesondere Wertpapieren, - Allgemeine Verschlechterung der Refinanzierungsbedingungen Institutionelle Anleger Institutionelle Anleger sind professionelle Marktteilnehmer: - Unternehmen der Finanzbranche (z. B. Banken und Versicherungen, Hedgefonds, Pensionsfonds), zu denen auch Zentralnotenbanken außerhalb des Euro-Währungsraums zählen, - Andere professionelle Marktteilnehmer der Nicht-Finanzbranche (z. B. andere größere Unternehmen). Operative Einlagen von Unternehmen der Finanzbranche Für Einlagen von Unternehmen der Finanzbranche, die zur Aufrechterhaltung des operativen Geschäftsbetriebs dieser Unternehmen dienen (operative Einlagen), kann in begründeten Fällen von der Annahme eines vollständigen Abzugs in den auf institutseigenen Ursachen beruhenden Szenarien abgewichen werden. Allgemeine Verschlechterung der Refinanzierungsbedingungen Eine allgemeine Verschlechterung der Refinanzierungsbedingungen kann z. B. durch die fehlende Verlängerung auch von besicherter institutioneller Refinanzierung, durch die Verkürzung der Fälligkeit der Refinanzierungsmittel oder eine allgemeine Ausweitung der Refinanzierungsspreads zum Ausdruck kommen.",NA
"256","BTR 3.2 4","Das Institut hat sicherzustellen, dass der Nutzung der Liquiditätspuffer keine rechtlichen, regulatorischen oder operationellen Restriktionen entgegenstehen. Die Diversifikation und die Aufteilung der Liquiditätspuffer auf verschiedene Jurisdiktionen müssen der Struktur und den Geschäftsaktivitäten des Instituts und der Gruppe entsprechen.",NA
"257","BTR 4 1","Das Institut hat den operationellen Risiken durch ein angemessenes Risikomanagement Rechnung zu tragen. Für diese Zwecke ist eine institutsintern einheitliche Festlegung und Abgrenzung der operationellen Risiken vorzunehmen und an die Mitarbeiter zu kommunizieren. Definition von operationellen Risiken Die Festlegung sollte auch eine möglichst klare Abgrenzung zu anderen vom Institut betrachteten Risiken enthalten. Umgang mit nicht eindeutig zuordenbaren Schadensfällen oder Beinaheverlusten Die Prozesse zum Management operationeller Risiken sollten auch den Umgang mit nicht eindeutig zuordenbaren Schadensfällen („boundary events“), Beinaheverlusten und zusammenhängenden Ereignissen umfassen. Als sog. „boundary events“ können Verluste eingestuft werden, die zwar einem anderen Risiko zugerechnet werden oder bereits wurden (z.B. Kreditverluste), die aber ihren Ursprung in Ereignissen wie z.B. mangelhaften Prozessen und Kontrollen haben oder hatten. Als „Beinaheverluste“ können durch Fehler oder Mängel ausgelöste Ereignisse bezeichnet werden, die zu keinem Verlust geführt haben (z.B. fehlerhafte Zahlung an falschen Kontrahenten; Rückzahlung durch den Kontrahenten).",NA
"258","BTR 4 2","Es muss gewährleistet sein, dass wesentliche operationelle Risiken zumindest jährlich identifiziert und beurteilt werden.",NA
"259","BTR 4 3","Das Institut hat eine angemessene Erfassung von Schadensfällen sicherzustellen. Bedeutende Schadensfälle sind unverzüglich hinsichtlich ihrer Ursachen zu analysieren Erfassung von Schadensfällen Größere Institute haben hierfür eine Ereignisdatenbank für Schadensfälle einzurichten, bei welcher die vollständige Erfassung aller Schadensereignisse oberhalb angemessener Schwellenwerte sichergestellt ist. Sammelschäden Einzeln erfasste Schadensfälle, die dem gleichen Ereignis zugeordnet werden können, müssen aggregiert weiterverarbeitet werden",NA
"260","BTR 4 4","Die Verfahren zur Beurteilung der operationellen Risiken müssen die wesentlichen Ausprägungen operationeller Risiken erfassen. Wesentliche Ausprägungen Bei der Beurteilung der wesentlichen Ausprägungen sind historische Erkenntnisse (insbesondere Schadensfälle) und potenzielle Ereignisse zu berücksichtigen. Zur Identifikation und Beurteilung relevanter potenzieller Ereignisse sind auch Erkenntnisse zu aktuellen Schwachstellen, insbesondere aus der Internen Revision, dem Informationssicherheitsmanagement, der Compliance-Funktion, den Anpassungsprozessen sowie dem Notfall- und Auslagerungsmanagement, heranzuziehen",NA
"261","BTR 4 5","Auf Basis der identifizierten operationellen Risiken ist zu entscheiden, ob und welche Maßnahmen zur Beseitigung der Ursachen zu treffen oder welche Risikosteuerungsmaßnahmen zu ergreifen sind. Die Umsetzung der zu treffenden Maßnahmen ist zu überwachen. Risikosteuerungsmaßnahmen Zu den Risikosteuerungsmaßnahmen zählen z. B. Versicherungen, Ersatzverfahren, Neuausrichtung von Geschäftsaktivitäten und Maßnahmen des Notfallmanagements",NA
"262","BT 2.1 1","Die Prüfungstätigkeit der Internen Revision hat sich auf der Grundlage eines risikoorientierten Prüfungsansatzes grundsätzlich auf alle Aktivitäten und Prozesse des Instituts zu erstrecken.",NA
"263","BT 2.1 2","Die Interne Revision hat unter Wahrung ihrer Unabhängigkeit und unter Vermeidung von Interessenkonflikten bei wesentlichen Projekten begleitend tätig zu sein.",NA
"264","BT 2.1 3","Im Fall von Auslagerungen auf ein anderes Unternehmen kann die Interne Revision des Instituts auf eigene Prüfungshandlungen verzichten, sofern die anderweitig durchgeführte Revisionstätigkeit den Anforderungen in AT 4.4.3 und BT 2 genügt. Die Interne Revision des auslagernden Instituts hat sich von der Einhaltung dieser Voraussetzungen regelmäßig zu überzeugen. Die für das Institut relevanten Prüfungsergebnisse sind an die Interne Revision des auslagernden Instituts weiterzuleiten Anderweitige Durchführung der Revisionstätigkeit Die Revisionstätigkeit kann übernommen werden durch: - die Interne Revision des Auslagerungsunternehmens, - die Interne Revision eines oder mehrerer der auslagernden Institute im Auftrag der auslagernden Institute, - einen vom Auslagerungsunternehmen beauftragten Dritten oder - einen von den auslagernden Instituten beauftragten Dritten. Im Rahmen ihrer Revisionshandlungen kann die Interne Revision auch auf Nachweise/ Zertifikate auf Basis gängiger Standards zurückgreifen. Hierbei sind sowohl die Detailtiefe, Aktualität und Eignung der Nachweise/Zertifikate und der zugehörigen Prüfberichte als auch die Eignung des Zertifizierers oder Prüfers zu berücksichtigen. Allerdings darf sich ein beaufsichtigtes Unternehmen bei wesentlichen Auslagerungen bei der Ausübung seiner Revisionstätigkeit nicht allein hierauf stützen.",NA
"265","BT 2.2 1","Die Interne Revision hat ihre Aufgaben selbständig und unabhängig wahrzunehmen. Insbesondere ist zu gewährleisten, dass sie bei der Berichterstattung und der Wertung der Prüfungsergebnisse keinen Weisungen unterworfen ist. Das Direktionsrecht der Geschäftsleitung zur Anordnung zusätzlicher Prüfungen steht der Selbständigkeit und Unabhängigkeit der Internen Revision nicht entgegen.",NA
"266","BT 2.2 2","Die in der Internen Revision beschäftigten Mitarbeiter dürfen grundsätzlich nicht mit revisionsfremden Aufgaben betraut werden. Sie dürfen insbesondere keine Aufgaben wahrnehmen, die mit der Prüfungstätigkeit nicht im Einklang stehen. Soweit die Unabhängigkeit der Internen Revision gewährleistet ist, kann sie im Rahmen ihrer Aufgaben für die Geschäftsleitung oder andere Organisationseinheiten des Instituts beratend tätig sein.",NA
"267","BT 2.2 3","Mitarbeiter, die in anderen Organisationseinheiten des Instituts beschäftigt sind, dürfen grundsätzlich nicht mit Aufgaben der Internen Revision betraut werden. Das schließt jedoch nicht aus, dass in begründeten Einzelfällen andere Mitarbeiter aufgrund ihres Spezialwissens zeitweise für die Interne Revision tätig werden. Beim Wechsel von Mitarbeitern anderer Organisationseinheiten zur Internen Revision sind angemessene Übergangsfristen von in der Regel mindestens einem Jahr vorzusehen, innerhalb derer diese Mitarbeiter keine Tätigkeiten prüfen dürfen, die gegen das Verbot der Selbstprüfung und -überprüfung verstoßen. Erleichterungen hinsichtlich der Übergangsfristen sind für Institute in Abhängigkeit von der Art, dem Umfang, der Komplexität und dem Risikogehalt der betriebenen Geschäftsaktivitäten möglich.",NA
"268","BT 2.3 1","Die Tätigkeit der Internen Revision muss auf einem umfassenden und jährlich fortzuschreibenden Prüfungsplan basieren. Die Prüfungsplanung hat risikoorientiert zu erfolgen. Die Aktivitäten und Prozesse des Instituts sind, auch wenn diese ausgelagert sind, in angemessenen Abständen, grundsätzlich innerhalb von drei Jahren, zu prüfen. Wenn besondere Risiken bestehen, ist jährlich zu prüfen. Bei unter Risikogesichtspunkten nicht wesentlichen Aktivitäten und Prozessen kann vom dreijährigen Turnus abgewichen werden. Die Risikoeinstufung der Aktivitäten und Prozesse ist regelmäßig zu überprüfen. Unter Risikogesichtspunkten nicht wesentliche Aktivitäten und Prozesse Ein Abweichen vom dreijährigen Prüfungsturnus für unter Risikogesichtspunkten nicht wesentliche Aktivitäten und Prozesse ist nicht gleichbedeutend mit einem weitgehenden Verzicht von Prüfungshandlungen in diesen Bereichen. Auch diese sind in die Prüfungsplanung zu integrieren und in angemessenen Abständen zu prüfen.",NA
"269","BT 2.3 2","Die Risikobewertungsverfahren der Internen Revision haben eine Analyse des Risikopotenzials der Aktivitäten und Prozesse unter Berücksichtigung absehbarer Veränderungen zu beinhalten. Dabei sind die verschiedenen Risikoquellen und die Manipulationsanfälligkeit der Prozesse durch Mitarbeiter angemessen zu berücksichtigen.",NA
"270","BT 2.3 3","Die Prüfungsplanung, -methoden und -qualität sind regelmäßig und anlassbezogen auf Angemessenheit zu überprüfen und weiterzuentwickeln.",NA
"271","BT 2.3 4","Es muss sichergestellt sein, dass kurzfristig notwendige Sonderprüfungen, z. B. anlässlich deutlich gewordener Mängel oder bestimmter Informationsbedürfnisse, jederzeit durchgeführt werden können.",NA
"272","BT 2.3 5","Die Prüfungsplanung sowie wesentliche Anpassungen sind von der Geschäftsleitung zu genehmigen.",NA
"273","BT 2.4 1","Über jede Prüfung muss von der Internen Revision zeitnah ein schriftlicher Bericht angefertigt und grundsätzlich den fachlich zuständigen Mitgliedern der Geschäftsleitung vorgelegt werden. Der Bericht muss insbesondere eine Darstellung des Prüfungsgegenstandes und der Prüfungsfeststellungen, ggf. einschließlich der vorgesehenen Maßnahmen, enthalten. Wesentliche Mängel sind besonders herauszustellen. Dabei sind die Prüfungsergebnisse zu beurteilen. Bei schwerwiegenden Mängeln muss der Bericht unverzüglich der Geschäftsleitung vorgelegt werden Abstufung der Mängel Das Rundschreiben unterscheidet in BT 2 zwischen „wesentlichen“, „schwerwiegenden“ und „besonders schwerwiegenden“ Mängeln. Damit wird eine ordinale Abstufung hinsichtlich der (potenziellen) Bedeutung der unter Risikogesichtspunkten relevanten festgestellten Mängel erreicht. Die genaue Abgrenzung der einzelnen Stufen bleibt dem jeweiligen Institut überlassen. Es liegt im Ermessen des Instituts, für unter Risikogesichtspunkten weniger relevante festgestellte Mängel eigene Festlegungen zu treffen.",NA
"274","BT 2.4 2","Die Prüfungen sind durch Arbeitsunterlagen zu dokumentieren. Aus ihnen müssen die durchgeführten Arbeiten sowie die festgestellten Mängel und Schlussfolgerungen für sachkundige Dritte nachvollziehbar hervorgehen.",NA
"275","BT 2.4 3","Besteht hinsichtlich der zur Erledigung der Feststellungen zu ergreifenden Maßnahmen keine Einigkeit zwischen geprüfter Organisationseinheit und Interner Revision, so ist von der geprüften Organisationseinheit eine Stellungnahme hierzu abzugeben",NA
"276","BT 2.4 4","Die Interne Revision hat zeitnah einen Quartalsberichtbericht über die von ihr seit dem Stichtag des letzten Quartalsberichts durchgeführten Prüfungen zu verfassen und zeitnah der Geschäftsleitung und dem Aufsichtsorgan vorzulegen. Der Quartalsbericht muss über die wesentlichen oder höher eingestuften Mängel, die beschlossenen Maßnahmen sowie den Status dieser Maßnahmen informieren. Es ist ferner darzulegen, ob und inwieweit die Vorgaben des Prüfungsplans eingehalten wurden. Die Interne Revision hat außerdem über die im Jahresablauf festgestellten schwerwiegenden sowie über die noch nicht behobenen wesentlichen Mängel in inhaltlich prägnanter Form an die Geschäftsleitung und das Aufsichtsorgan zu berichten (Jahresbericht). Die aufgedeckten schwerwiegenden Mängel, die beschlossenen Maßnahmen sowie der Status dieser Maßnahmen sind dabei besonders hervorzuheben. Über besonders schwerwiegende Mängel hat die Interne Revision unverzüglich zu berichten. Darstellung von Feststellungen im Quartalsbericht Die Darstellung kann dabei akzentuiert vorgenommen werden. Gleichartige Einzelfeststellungen sowie der Stand der beschlossenen Umsetzungsmaßnahmen können inhaltlich zusammengefasst werden. Berichterstattung an das Aufsichtsorgan Die Berichterstattung an das Aufsichtsorgan kann auch über die Geschäftsleitung erfolgen, sofern dadurch keine nennenswerte Verzögerung der Information des Aufsichtsorgans verbunden und der Inhalt der Berichterstattung an Geschäftsleitung und Aufsichtsorgan deckungsgleich ist. Zusammenfassung des vierten Quartalsberichts und des Jahresberichts Der vierte Quartalsbericht und der Jahresbericht können auch als jeweils gesonderte Abschnitte in einem Bericht zusammengefasst werden.",NA
